"year","exp_level","emp_type","salary","comp_loc","comp_size"
2023,"MI","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"MI","FT",104584,"GB","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",104584,"GB","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"EN","FT",85000,"CA","M"
2023,"SE","FT",85000,"US","M"
2023,"EN","FT",85000,"CA","M"
2023,"MI","FT",104584,"GB","M"
2023,"SE","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"SE","FT",91773,"ES","M"
2023,"MI","FT",104584,"GB","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",104584,"GB","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"MI","FT",104584,"GB","M"
2023,"EN","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2022,"EN","FT",85000,"US","M"
2023,"EN","FT",85000,"US","M"
2023,"MI","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2023,"SE","FT",85000,"US","M"
2022,"EN","FT",85000,"US","M"
2022,"MI","FT",104663,"GB","M"
2022,"MI","FT",104663,"GB","M"
2022,"MI","FT",89306,"AT","L"
2022,"MI","FT",85000,"US","M"
2022,"MI","FT",85000,"US","M"
2022,"MI","FT",85000,"US","M"
2022,"SE","FT",85000,"US","M"
2022,"SE","FT",85000,"US","M"
2022,"SE","FT",85000,"US","M"
2022,"MI","FT",89306,"NL","M"
2022,"SE","FT",85000,"US","M"
2022,"SE","FT",85000,"US","M"
2022,"MI","FT",104663,"GB","M"
2022,"MI","FT",85000,"CA","M"
2022,"SE","FT",89306,"FR","L"
2021,"EX","FT",85000,"RU","M"
2020,"SE","FT",109024,"GB","M"
2021,"EN","FT",85000,"DE","S"
2020,"MI","FT",85000,"US","L"
2021,"MI","FT",116914,"GB","L"
2022,"SE","FT",104611,"GB","M"
2022,"SE","FT",84900,"US","M"
2024,"SE","FT",84870,"US","M"
2023,"SE","FT",84870,"US","M"
2023,"SE","FT",84870,"US","M"
2023,"SE","FT",84870,"US","M"
2023,"SE","FT",84870,"US","M"
2023,"SE","FT",84800,"US","M"
2023,"SE","FT",84800,"US","M"
2024,"SE","FT",84750,"US","M"
2023,"SE","FT",84750,"US","M"
2023,"SE","FT",84750,"US","M"
2024,"SE","FT",84700,"US","M"
2023,"SE","FT",84700,"US","M"
2023,"SE","FT",84600,"US","M"
2023,"MI","FT",104055,"GB","M"
2024,"SE","FT",84533,"US","M"
2024,"SE","FT",84500,"US","M"
2024,"SE","FT",84500,"US","M"
2024,"SE","FT",84500,"US","M"
2024,"SE","FT",84500,"US","M"
2023,"SE","FT",84400,"US","M"
2024,"EN","FT",84105,"US","M"
2024,"EN","FT",84068,"US","M"
2024,"EN","FT",84000,"US","M"
2024,"MI","FT",84000,"US","M"
2024,"MI","FT",84000,"US","M"
2024,"MI","FT",93333,"DE","M"
2024,"EN","FT",84000,"US","M"
2023,"SE","FT",84000,"US","M"
2023,"MI","FT",84000,"VN","M"
2023,"SE","FT",84000,"US","M"
2023,"MI","FT",84000,"US","M"
2023,"SE","FT",84000,"US","M"
2023,"EN","FT",84000,"US","M"
2023,"SE","FT",84000,"US","M"
2023,"SE","FT",84000,"CO","M"
2022,"SE","FT",88256,"GB","L"
2023,"SE","FT",84000,"US","M"
2023,"SE","FT",84000,"US","M"
2022,"SE","FT",103432,"GB","M"
2022,"MI","FT",84000,"BR","M"
2022,"SE","FT",84000,"US","M"
2023,"SE","FT",90599,"DE","M"
2024,"MI","FT",83900,"US","M"
2024,"MI","FT",83900,"US","M"
2024,"MI","FT",93222,"ES","M"
2024,"MI","FT",83900,"US","M"
2024,"MI","FT",83900,"US","M"
2024,"MI","FT",83900,"US","M"
2023,"SE","FT",83900,"US","M"
2023,"MI","FT",83900,"US","M"
2023,"SE","FT",83900,"US","M"
2023,"SE","FT",83900,"US","M"
2023,"SE","FT",83900,"US","M"
2023,"SE","FT",83900,"US","M"
2023,"SE","FT",83900,"US","M"
2023,"SE","FT",83700,"US","M"
2024,"EN","FT",83646,"CA","M"
2024,"SE","FT",83576,"US","M"
2023,"MI","FT",83500,"US","M"
2023,"MI","FT",83500,"US","M"
2024,"SE","FT",104220,"GB","M"
2023,"SE","FT",102586,"GB","M"
2022,"SE","FT",102663,"GB","M"
2023,"MI","FT",83339,"US","M"
2024,"EN","FT",83300,"US","M"
2024,"MI","FT",83300,"US","M"
2024,"MI","FT",83300,"US","M"
2024,"EN","FT",83300,"US","M"
2024,"EN","FT",83300,"US","M"
2024,"MI","FT",83300,"US","M"
2023,"EN","FT",83300,"US","M"
2023,"SE","FT",102492,"GB","M"
2023,"SE","FT",102492,"GB","M"
2023,"MI","FT",61699,"CA","L"
2023,"SE","FT",83270,"US","M"
2024,"EN","FT",83200,"US","M"
2023,"EN","CT",83200,"US","S"
2024,"MI","FT",92248,"NL","M"
2024,"EN","FT",83000,"US","M"
2024,"EN","FT",83000,"US","M"
2023,"EN","FT",83000,"US","M"
2023,"EN","FT",83000,"US","M"
2023,"MI","FT",83000,"US","M"
2023,"SE","FT",83000,"US","M"
2023,"SE","FT",83000,"US","M"
2022,"MI","FT",102200,"GB","M"
2022,"EN","FT",83000,"US","L"
2023,"SE","FT",82920,"US","M"
2023,"MI","FT",82920,"US","M"
2024,"EN","FT",82915,"US","M"
2024,"EN","FT",82915,"US","M"
2024,"MI","FT",82915,"US","M"
2023,"SE","FT",82900,"IN","M"
2022,"MI","FT",82900,"US","M"
2023,"EN","FT",82800,"US","M"
2023,"SE","FT",82673,"US","M"
2024,"SE","FT",82620,"US","M"
2024,"SE","FT",82500,"US","M"
2024,"SE","FT",82500,"US","M"
2023,"SE","FT",82500,"US","M"
2023,"SE","FT",82500,"CA","M"
2023,"MI","FT",82500,"CA","M"
2023,"SE","FT",82500,"US","M"
2023,"SE","FT",82500,"US","M"
2021,"MI","FT",82500,"US","S"
2021,"SE","FT",113476,"GB","M"
2023,"MI","FT",82452,"US","L"
2023,"EN","FT",82400,"US","M"
2024,"SE","FT",82365,"US","M"
2023,"SE","FT",82365,"US","M"
2023,"SE","FT",82365,"US","M"
2023,"SE","FT",82365,"US","M"
2023,"SE","FT",82365,"US","M"
2023,"SE","FT",82200,"US","M"
2024,"EN","FT",82000,"US","M"
2024,"SE","FT",82000,"US","M"
2024,"MI","FT",82000,"US","M"
2024,"SE","FT",82000,"US","M"
2024,"MI","FT",82000,"US","M"
2023,"SE","FT",82000,"US","M"
2023,"SE","FT",82000,"US","M"
2023,"SE","FT",82000,"US","M"
2023,"MI","FT",82000,"US","M"
2023,"SE","FT",82000,"US","M"
2022,"EN","FT",82000,"US","L"
2024,"MI","FT",81960,"US","M"
2023,"SE","FT",81900,"US","M"
2023,"SE","FT",81900,"US","M"
2023,"SE","FT",81900,"US","M"
2024,"SE","FT",81800,"US","M"
2024,"SE","FT",81800,"US","M"
2023,"MI","FT",81800,"US","M"
2023,"MI","FT",81800,"US","M"
2023,"SE","FT",81800,"US","M"
2023,"SE","FT",81800,"US","M"
2023,"SE","FT",81800,"US","M"
2023,"SE","FT",81800,"US","M"
2023,"SE","FT",81800,"US","M"
2023,"SE","FT",81800,"GB","M"
2024,"MI","FT",81713,"US","M"
2023,"SE","FT",81666,"US","M"
2023,"SE","FT",81666,"US","M"
2023,"SE","FT",81666,"US","M"
2023,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2022,"SE","FT",81666,"US","M"
2024,"MI","FT",81650,"US","M"
2024,"MI","FT",81650,"US","M"
2024,"SE","FT",81536,"US","M"
2023,"SE","FT",81536,"US","M"
2024,"MI","FT",81530,"CA","M"
2024,"MI","FT",81500,"US","M"
2024,"MI","FT",81500,"US","M"
2024,"MI","FT",81500,"US","M"
2024,"MI","FT",81500,"US","M"
2024,"MI","FT",81500,"US","M"
2024,"SE","FT",81500,"US","M"
2024,"SE","FT",81500,"US","M"
2024,"MI","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"EN","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"MI","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2023,"SE","FT",81500,"US","M"
2022,"SE","FT",81500,"US","M"
2022,"SE","FT",81500,"US","M"
2024,"SE","FT",81410,"CA","M"
2024,"SE","FT",81410,"CA","M"
2023,"EN","FT",81400,"US","M"
2024,"MI","FT",81200,"US","M"
2024,"MI","FT",81000,"US","L"
2023,"SE","FT",81000,"US","L"
2022,"SE","FT",81000,"US","M"
2021,"MI","FT",95746,"US","S"
2021,"EN","FT",81000,"US","S"
2023,"SE","FT",80850,"US","M"
2024,"MI","FT",80845,"US","M"
2024,"MI","FT",80800,"US","M"
2023,"EN","FT",80800,"US","M"
2023,"EN","FT",80800,"US","M"
2023,"MI","FT",80750,"CA","M"
2023,"MI","FT",80505,"CA","M"
2024,"MI","FT",80500,"US","M"
2024,"MI","FT",80420,"US","M"
2024,"MI","FT",80420,"US","M"
2024,"MI","FT",80420,"US","M"
2024,"MI","FT",80420,"US","M"
2023,"MI","FT",80420,"US","M"
2024,"EN","FT",80080,"US","M"
2024,"MI","FT",100000,"GB","M"
2024,"MI","FT",100000,"GB","M"
2024,"MI","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"SE","FT",100000,"GB","M"
2024,"EN","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"MI","FT",80000,"AU","M"
2024,"SE","FT",100000,"GB","M"
2024,"SE","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"EN","CT",88888,"DE","L"
2024,"SE","FT",80000,"US","M"
2024,"SE","FT",100000,"GB","M"
2024,"MI","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"SE","FT",80000,"IE","M"
2024,"MI","FT",80000,"US","M"
2024,"SE","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"SE","FT",80000,"US","M"
2024,"SE","FT",80000,"US","M"
2024,"SE","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"EN","FT",80000,"US","M"
2024,"SE","FT",80000,"IN","M"
2024,"MI","FT",80000,"US","M"
2024,"SE","FT",80000,"US","M"
2024,"MI","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"SE","FT",80000,"PL","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EX","FT",80000,"US","M"
2023,"EX","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EX","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",98432,"GB","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",98432,"GB","M"
2023,"MI","FT",80000,"US","M"
2023,"EX","FT",98432,"GB","M"
2023,"SE","FT",98432,"GB","M"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2022,"EN","FT",80000,"US","S"
2023,"SE","FT",80000,"US","M"
2023,"EX","FT",80000,"US","M"
2023,"SE","FT",86374,"SE","L"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"SE","FT",98432,"GB","M"
2023,"EN","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EN","FT",80000,"US","M"
2023,"MI","FT",98432,"GB","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"CA","M"
2023,"SE","FT",80000,"AR","M"
2023,"SE","FT",86374,"ES","L"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"EN","FT",80000,"SE","M"
2023,"MI","FT",98432,"GB","M"
2023,"SE","FT",86374,"DE","S"
2023,"SE","FT",80000,"US","M"
2023,"SE","FT",80000,"US","S"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2023,"MI","FT",98432,"GB","M"
2022,"SE","FT",84053,"FR","L"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",80000,"US","M"
2023,"MI","FT",80000,"KE","S"
2023,"MI","FT",80000,"ES","M"
2023,"MI","FT",80000,"US","M"
2023,"SE","FT",80000,"US","M"
2022,"MI","FT",80000,"US","M"
2022,"MI","FT",80000,"US","L"
2022,"MI","FT",80000,"US","M"
2022,"EN","FT",80000,"US","M"
2022,"SE","FT",80000,"US","M"
2022,"MI","FT",80000,"US","M"
2022,"EN","FT",80000,"US","L"
2022,"MI","FT",84053,"DE","S"
2022,"SE","FT",80000,"US","M"
2022,"MI","FT",84053,"GR","M"
2022,"MI","FT",98506,"GB","M"
2022,"MI","FT",84053,"ES","M"
2022,"EN","FT",80000,"US","L"
2022,"MI","FT",98506,"GB","M"
2022,"EN","FT",84053,"BE","L"
2022,"EX","FT",84053,"NL","L"
2022,"SE","FT",80000,"US","L"
2022,"MI","FT",84053,"DE","M"
2022,"MI","FT",84053,"ES","M"
2022,"MI","FT",98506,"GB","M"
2022,"MI","FT",84053,"GR","M"
2022,"SE","FT",80000,"US","M"
2022,"SE","FT",98506,"GB","M"
2022,"SE","FT",80000,"US","M"
2022,"SE","FT",80000,"US","M"
2021,"EN","FT",80000,"US","M"
2022,"SE","FT",84053,"DE","M"
2021,"EN","FT",110037,"GB","L"
2021,"EN","FT",80000,"US","L"
2021,"SE","FT",80000,"US","S"
2021,"EN","FT",80000,"US","M"
2021,"SE","FT",94564,"DE","L"
2021,"MI","FT",80000,"US","L"
2021,"MI","FT",63810,"CA","M"
2020,"SE","FT",91237,"AT","S"
2024,"MI","FT",79900,"US","M"
2023,"SE","FT",79700,"US","M"
2024,"MI","FT",79645,"US","M"
2024,"MI","FT",79600,"US","L"
2024,"SE","FT",79600,"US","L"
2024,"SE","FT",79600,"US","L"
2024,"MI","FT",79600,"US","L"
2024,"SE","FT",79600,"US","L"
2024,"MI","FT",79600,"US","L"
2024,"SE","FT",79600,"US","L"
2023,"MI","FT",79600,"US","L"
2023,"MI","FT",79600,"US","L"
2023,"MI","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"SE","FT",79600,"US","L"
2023,"EN","FT",79350,"US","M"
2023,"MI","FT",79350,"US","M"
2024,"EN","FT",79300,"US","M"
2024,"MI","FT",79200,"US","M"
2024,"MI","FT",79200,"US","M"
2024,"MI","FT",79000,"US","M"
2024,"EN","FT",79000,"US","M"
2024,"SE","FT",79000,"US","M"
2023,"SE","FT",79000,"US","M"
2023,"SE","FT",79000,"US","M"
2023,"MI","FT",79000,"US","M"
2023,"MI","FT",79000,"US","M"
2022,"MI","FT",79000,"US","M"
2024,"SE","FT",78900,"US","M"
2024,"SE","FT",78800,"US","M"
2024,"SE","FT",78800,"US","M"
2024,"SE","FT",78800,"US","M"
2024,"SE","FT",78800,"US","M"
2024,"SE","FT",78800,"US","M"
2024,"SE","FT",78800,"US","M"
2024,"EN","FT",78800,"MT","M"
2023,"SE","FT",78800,"US","M"
2023,"SE","FT",78800,"US","M"
2023,"EN","FT",78800,"US","M"
2024,"MI","FT",78575,"US","M"
2023,"SE","FT",78400,"US","L"
2024,"EN","FT",78308,"CA","M"
2024,"MI","FT",78300,"US","M"
2024,"MI","FT",78100,"US","M"
2024,"MI","FT",78000,"US","M"
2024,"MI","FT",78000,"US","M"
2024,"MI","FT",78000,"US","M"
2024,"SE","FT",78000,"US","M"
2024,"MI","FT",78000,"CA","M"
2023,"SE","FT",78000,"CA","M"
2023,"SE","FT",78000,"US","M"
2023,"MI","FT",78000,"US","M"
2023,"SE","FT",78000,"US","L"
2023,"MI","FT",78000,"US","M"
2023,"MI","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"EX","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"SE","FT",78000,"US","M"
2023,"EN","PT",18160,"IN","L"
2022,"SE","FT",78000,"US","M"
2022,"SE","FT",78000,"US","M"
2022,"MI","FT",78000,"US","M"
2022,"MI","FT",78000,"BR","M"
2022,"MI","FT",78000,"BR","M"
2022,"MI","FT",78000,"BR","M"
2022,"MI","FT",78000,"US","M"
2023,"MI","FT",77900,"US","M"
2024,"MI","FT",77826,"US","M"
2024,"SE","FT",77400,"US","M"
2024,"SE","FT",77400,"US","M"
2022,"EN","FT",77300,"US","M"
2024,"MI","FT",77280,"US","M"
2024,"EN","FT",77265,"US","M"
2024,"MI","FT",85600,"LV","M"
2024,"MI","FT",77000,"US","M"
2024,"MI","FT",77000,"US","M"
2024,"MI","FT",96250,"US","M"
2024,"EN","FT",77000,"US","M"
2024,"SE","FT",77000,"US","M"
2024,"MI","FT",77000,"US","M"
2024,"SE","FT",77000,"US","M"
2023,"SE","FT",77000,"US","M"
2023,"SE","FT",77000,"GB","M"
2022,"MI","FT",53368,"AU","M"
2024,"MI","FT",96125,"GB","M"
2021,"MI","FT",90734,"DE","L"
2021,"MI","FT",90734,"DE","L"
2024,"SE","FT",76500,"US","M"
2024,"EN","FT",76500,"US","M"
2023,"SE","FT",76500,"CA","M"
2023,"SE","FT",76500,"CA","M"
2024,"MI","FT",76300,"US","M"
2024,"EN","FT",76300,"US","M"
2024,"MI","FT",76300,"US","M"
2024,"MI","FT",76300,"US","M"
2024,"SE","FT",76300,"US","M"
2024,"MI","FT",76300,"US","M"
2023,"MI","FT",76300,"US","M"
2023,"MI","FT",76300,"US","M"
2023,"MI","FT",76300,"US","M"
2024,"EN","FT",76095,"US","M"
2024,"MI","FT",76050,"US","M"
2024,"MI","FT",76050,"US","M"
2023,"SE","FT",76050,"US","M"
2023,"SE","FT",76050,"ZA","M"
2024,"EN","FT",76000,"US","M"
2024,"EN","FT",76000,"US","M"
2024,"SE","FT",76000,"US","M"
2023,"SE","FT",76000,"US","M"
2023,"MI","FT",76000,"US","M"
2023,"EN","FT",76000,"US","L"
2023,"MI","FT",76000,"US","M"
2022,"EN","FT",76000,"US","L"
2024,"EN","FT",75800,"US","M"
2023,"EN","FT",75753,"US","M"
2024,"MI","FT",75705,"US","M"
2024,"EN","FT",75700,"US","M"
2024,"MI","FT",75500,"US","M"
2022,"MI","FT",79178,"LT","M"
2024,"SE","FT",75300,"US","M"
2024,"EN","FT",75065,"US","M"
2024,"EN","FT",75065,"US","M"
2024,"EN","FT",75065,"US","M"
2023,"EN","FT",75065,"US","M"
2023,"EN","FT",75065,"US","M"
2023,"EN","FT",75065,"US","M"
2023,"EN","FT",75065,"US","M"
2024,"MI","FT",93750,"GB","M"
2024,"EN","FT",75000,"US","M"
2024,"MI","FT",93750,"GB","M"
2024,"MI","FT",75000,"US","M"
2024,"EN","FT",75000,"US","M"
2024,"SE","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"EN","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"EN","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"MI","FT",93750,"GB","M"
2024,"EN","FT",75000,"US","M"
2024,"EN","FT",93750,"GB","M"
2024,"EN","FT",83333,"FR","M"
2024,"EN","FT",75000,"US","M"
2024,"EN","FT",93750,"GB","M"
2024,"MI","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"EN","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"EN","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2024,"EN","FT",75000,"US","M"
2024,"MI","FT",75000,"US","M"
2023,"EX","FT",92280,"GB","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"EN","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"EN","FT",92280,"GB","M"
2023,"SE","FT",92280,"GB","M"
2023,"EN","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"EN","FT",92280,"GB","M"
2023,"EN","FT",92280,"GB","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",92280,"GB","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"EX","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",80976,"FR","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",92280,"GB","M"
2023,"SE","FT",92280,"GB","M"
2023,"MI","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",92280,"GB","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",92280,"GB","M"
2023,"SE","FT",92280,"GB","M"
2023,"MI","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",80976,"ES","M"
2023,"MI","FT",92280,"GB","M"
2023,"SE","FT",92280,"GB","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",92280,"GB","M"
2023,"EN","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"MI","FT",80976,"IE","M"
2023,"MI","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"MI","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"EN","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2023,"SE","FT",75000,"US","M"
2022,"MI","FT",92350,"GB","M"
